bundesland;partei;listenplatz;nachname;vorname;beruf;geburtsjahr;wahlkreis_name;wahlkreis_nummer;Gender
Bayern;AfD;19;Mixl;Reinhard Wilhelm;Dipl.-Betriebswirt (FH);1961;Schwandorf;233;male
Bayern;AfD;20;Groß;Karl Rudolf Rainer;Rechtsanwalt;1960;;;male
Bayern;AfD;21;Dr. Kraft;Rainer Detlef;Mitglied des Deutschen Bundestages;1974;;;male
Bayern;AfD;22;Brucker;Erhard Josef;Unternehmer;1972;Passau;228;male
Bayern;AfD;23;Dröse;Wolfgang Bernd;Referent;1988;Ostallgäu;257;male
Bayern;AfD;24;Gebhardt;Michael Theodor;Einzelhandelskaufmann;1964;Coburg;237;male
Bayern;AfD;25;Weiß;Michael Adam;Kaufmann;1969;Bamberg;235;male
Bayern;AfD;26;Liebl;Yannic Elias;Elektroniker;2003;Straubing;230;male
Bayern;AfD;27;Kofner;Jurij Christopher;Ökonom;1988;;;male
Bayern;AfD;28;Görtler;Sebastian Johannes;Mediengestalter;1984;Kulmbach;239;male
Bayern;Freie Wähler;1;Aiwanger;Hubert;MdL, Staatsminister;1971;Rottal-Inn;229;male
Bayern;Freie Wähler;2;Baier-Müller;Indra Anja;Landrätin;1971;Oberallgäu;256;female
Bayern;Freie Wähler;3;Dreier;Peter;Landrat;1966;Landshut;227;male
Bayern;Freie Wähler;4;Grötsch;Hans Martin;Berufssoldat;1979;Amberg;231;male
Bayern;Freie Wähler;5;Wörle;Michael;Erster Bürgermeister;1967;Augsburg-Stadt;251;male
Bayern;Freie Wähler;6;Hofer;Sepp;Zimmerermeister;1965;Rosenheim;221;male
Bayern;Freie Wähler;7;Bergmann;Jochen Sebastian;Polizeibeamter;1989;Kulmbach;239;male
Bayern;Freie Wähler;8;Rogner;Axel Maximilian;stellv. Werkleiter;1966;Erlangen;241;male
Bayern;Freie Wähler;9;Helmerich;Frank;Gymnasiallehrer;1977;Bad Kissingen;247;male
Bayern;Freie Wähler;10;Bender-Schwering;Loraine Sunshine;Studienrätin Förderschuldienst;1988;München-Süd;218;female
Bayern;Freie Wähler;11;Edl;Martina Inge;Architektin;1963;Ingolstadt;215;female
Bayern;Freie Wähler;12;Neckov;Sabrina Ingrid;Rektorin;1981;Schweinfurt;249;female
Bayern;Freie Wähler;13;Estrada;Thomas Michael;Dipl.-Verwaltungswirt (FH) Fachrichtung Polizei;1985;Nürnberg-Süd;244;male
Bayern;Freie Wähler;14;Herzog;Jens;Softwareentwickler;1982;Bamberg;235;male
Bayern;Freie Wähler;15;Seebauer-Sperl;Regina Christiane;wissenschaftl. Mitarbeiterin, M.A.;1982;Regensburg;232;female
Bayern;Freie Wähler;16;Panzer;Richard Oliver;kaufm. Objektleiter;1966;München-West/Mitte;219;male
Bayern;Freie Wähler;17;Schmid;Fabian Georg;Verwaltungsfachangestellter;2002;Schwandorf;233;male
Bayern;Freie Wähler;18;Leipold;Felix;Verwaltungswirt;1999;Bad Tölz-Wolfratshausen – Miesbach;222;male
Bayern;Freie Wähler;19;Knabner;Susen;Rechtsanwältin;1978;Ostallgäu;257;female
Bayern;Freie Wähler;20;Muhr;Helmut Michael;Lieferantenmanager;1987;Straubing;230;male
Bayern;Freie Wähler;21;Seitz;Duncan Douglas Eugen;Soldat;1983;Würzburg;250;male
Bayern;Freie Wähler;22;Mies;Florian Michael;Leiter Abgeordnetenbüro;1998;Deggendorf;226;male
Bayern;Freie Wähler;23;Weinsteiger-Tauer;Birgit;Hauswirtschaftsmeisterin;1981;Freising;213;female
Bayern;Freie Wähler;24;Kreuzhuber;Rupert Thomas;Kfz-Meister;1981;Passau;228;male
Bayern;Freie Wähler;25;Schicker;Hubert Josef;Landwirt;1978;Weiden;234;male
Bayern;Freie Wähler;26;Schmid;Thomas Robert;Fachangestellter Bäderbetriebe;1987;Bayreuth;236;male
Bayern;Freie Wähler;27;Krumpholz;Otmar;techn. Angestellter;1978;Augsburg-Land;252;male
Bayern;Freie Wähler;28;Bußjäger;Otto;Heizungsbaumeister;1971;München-Land;220;male
Bayern;Freie Wähler;29;Joos;Jürgen;Betriebswirt (VWA), Immobilienmakler;1981;Roth;245;male
Bayern;Freie Wähler;30;Baygül;Ahmet;Krankentransportunternehmer;1978;Neu-Ulm;254;male
Bayern;Freie Wähler;31;Wagner;Dagmar;Dipl.-Agraringenieurin;1970;Fürstenfeldbruck;214;female
Bayern;Freie Wähler;32;Hiesl;Nikolai;Dipl.-Verwaltungswirt (FH);1995;Coburg;237;male
Bayern;Freie Wähler;33;Dr. Mahler;Robert Franz;Polizist;1982;Nürnberg-Nord;243;male
Bayern;Freie Wähler;34;Hamal;Klaus;selbst. Handwerksmeister Informatik;1965;Altötting;211;male
Bayern;Freie Wähler;35;Kroeschell;Michael;Kaminkehrer;1977;Memmingen – Unterallgäu;255;male
Bayern;Freie Wähler;36;Hepp;Volker Walfried;Dipl.-Physiker;1974;Main-Spessart;248;male
Bayern;Freie Wähler;37;Schinner;Thomas;Elektroingenieur;1970;Hof;238;male
Bayern;Freie Wähler;38;Hofmann;Rolf Jürgen;selbst. Ingenieur;1963;Starnberg – Landsberg am Lech;223;male
Bayern;Freie Wähler;39;Riehl;Florian;Abteilungsleiter;1986;Donau-Ries;253;male
Bayern;Freie Wähler;40;Mooser;Markus Herbert;Handelsfachwirt;1972;Ansbach;240;male
Bayern;Freie Wähler;41;Marksteiner;Michael;Fertigungsingenieur;1983;Weilheim;225;male
Bayern;Freie Wähler;42;Friedrich;Benno;Dipl.-Ingenieur (FH);1969;Aschaffenburg;246;male
Bayern;Freie Wähler;43;Döll;Rolf-Peter Rüdiger;Gas- und Wasserinstallateurmeister;1965;München-Ost;217;male
Bayern;Freie Wähler;44;Reiner;Hans Jürgen;Handwerkmeister;1963;Traunstein;224;male
Bayern;Freie Wähler;45;Scholz;Andreas Klaus;Automatisierer;1983;Fürth;242;male
Bayern;Freie Wähler;46;Steinbacher;Anton;Zahnarzt;1965;Erding – Ebersberg;212;male
Bayern;Freie Wähler;47;Springer;Linus;Politikwissenschaftler;1995;München-Nord;216;male
Bayern;Freie Wähler;48;Höfler;Lorenz;Waldschutzfachkraft;2002;;;male
Bayern;Freie Wähler;49;Möbus;Rainer;Geschäftsführer;1962;;;male
Bayern;Freie Wähler;50;Hirschfelder geb. Hofmann;Manuel Paul;Dipl.-Betriebswirt (FH);1971;;;male
Bayern;Die Linke;1;Gürpinar;Ates Nils;Mitglied des Deutschen Bundestages;1984;Rosenheim;221;male
Bayern;Die Linke;2;Gohlke;Nicole Stephanie;Sozialwissenschaftlerin;1975;München-West/Mitte;219;female
Bayern;Die Linke;3;Vollath;Sarah;Sozialarbeiterin;1995;Ingolstadt;215;female
Bayern;Die Linke;4;Hoß;Luke Rolf;Student;2001;Passau;228;male
Bayern;Die Linke;5;Schötz;Evelyn;Altenpflegerin;1961;Roth;245;female
Bayern;Die Linke;6;Valent;Aaron;Auszubildender;1997;Würzburg;250;male
Bayern;Die Linke;7;Conrad;Agnes Maria;Referentin Konzernbetriebsrat;1997;Schweinfurt;249;female
Bayern;Die Linke;8;Eitel;Lukas Jakob;Student;1998;Erlangen;241;male
Bayern;Die Linke;9;Merx;Jennifer;juristische Sachbearbeiterin;1995;Memmingen – Unterallgäu;255;female
Bayern;Die Linke;10;Damasceno da Costa e Silva;Janson;Werkstofftechnik (B. Eng.);1990;Hof;238;male
Bayern;Die Linke;11;Wanke;Hanna;Soziologin;2001;;;female
Bayern;Die Linke;12;Wanner;Sebastian Thomas;Vermittler;2002;Regensburg;232;male
Bayern;Die Linke;13;Wiesholler;Elisabeth Pauline Santoschama;Studentin;1997;Augsburg-Stadt;251;female
Bayern;Die Linke;14;Spielbauer;Johannes Jürgen;Rechtsanwalt;1993;Straubing;230;male
Bayern;Die Linke;15;Buchwald;Mascha;Studentin;1998;Landshut;227;female
Bayern;Die Linke;16;Le Claire;Vincent;wissenschaftl. Mitarbeiter;1989;Neu-Ulm;254;male
Bayern;Die Linke;17;Gschwendtner;Nadja;Sozialarbeiterin;1991;Ansbach;240;female
Bayern;Die Linke;18;Feilzer;Bernhard;Versicherungsberater;1948;Starnberg – Landsberg am Lech;223;male
Bayern;Die Linke;19;Weisenberger;Julia;freiberufliche Übersetzerin;1981;Altötting;211;female
Bayern;Die Linke;20;Kreuzeder;Rudolf;Pflegefachkraft;1976;Traunstein;224;male
Bayern;dieBasis;1;Galić;Peggy Jacqueline;Angestellte im Gesundheitswesen;1975;Rosenheim;221;female
Bayern;dieBasis;2;Kämmerer;Anna Elisabeth Ulrike;Biologin;1966;Würzburg;250;female
Bayern;dieBasis;3;Graumann;Isabel Desiree Eleonore;Hebamme;1962;;;female
Bayern;dieBasis;4;Goßner;Benjamin Sebastian;Gas- und Wasserinstallateur;1986;Donau-Ries;253;male
Bayern;dieBasis;5;Dr. Müller;Ralf;Humanbiologe;1963;Neu-Ulm;254;male
Bayern;dieBasis;6;Stoiber;Claudio;Ergotherapeut;1958;;;male
Bayern;dieBasis;7;Schindler;Reiner;IT-Projektmanager;1965;;;male
Bayern;dieBasis;8;Herwegh;Veronika Franziska;Modedesignerin;1974;Traunstein;224;female
Bayern;dieBasis;9;Knörzer;Peter Werner;selbständig;1958;Augsburg-Stadt;251;male
Bayern;dieBasis;10;Furtner;Rita Maria;Buchhalterin;1964;;;female
Bayern;dieBasis;11;Kahnt;Andreas Emil Rudolf;Softwareentwickler;1960;Augsburg-Land;252;male
Bayern;dieBasis;12;Hoffmann;Fabian;Zimmerer;1993;;;male
Bayern;dieBasis;13;Thamm;Karsten;Softwareentwickler;1969;;;male
Bayern;dieBasis;14;Asam;Marco Maximilian Kian;Ton- und Medientechniker;1990;;;male
Bayern;dieBasis;15;Osterlänger;Jürgen;Rentner;1958;;;male
Bayern;dieBasis;16;Reichelt;Manuela;Bürokauffrau;1962;;;female
Bayern;dieBasis;17;Hirsch;Harald Jörg Hubertus;Betriebswirt;1967;;;male
Bayern;dieBasis;18;Peter;Norbert Alois Sebastian;Finanzberater;1965;;;male
Bayern;dieBasis;19;Peitsmeier;Ulrich;Ingenieur;1968;;;male
Bayern;dieBasis;20;Schwandner;Robert Günther;Angestellter im öffentlichen Dienst;1965;;;male
Bayern;dieBasis;21;Pilhofer;Sonja Helga;Rentnerin;1963;;;female
Bayern;dieBasis;22;Seelos;Christian;Rentner;1956;;;male
Bayern;dieBasis;23;Langhorst;Mattis Tomas Karl-Dietrich;Behindertenassistent;1967;;;male
Bayern;dieBasis;24;Meyer;Markus;Textilingenieur;1984;;;male
Bayern;dieBasis;25;Fenske;Peter;Rentner;1959;;;male
Bayern;dieBasis;26;Schandelmaier;Martin;Rentner;1965;;;male
Bayern;dieBasis;27;Macher;Andreas;Softwareingenieur;1964;;;male
Bayern;dieBasis;28;Jaklin;Hans;techn. Kaufmann;1953;;;male
Bayern;Tierschutzpartei;1;Dr. Wittmann;Susanne Christine;Ärztin;1965;;;female
Bayern;Tierschutzpartei;2;Schwolow;Stephan;PR-Berater;1961;;;male
Bayern;Tierschutzpartei;3;Kreidemeier;Christina Renate;Tierärztin;1998;;;female
Bayern;Tierschutzpartei;4;Schönauer;Nathalie Stephanie Erna Helga Angelika Gretl;Bankkauffrau;1994;;;female
Bayern;Tierschutzpartei;5;Baur;Susanne;Sozialarbeiterin;1994;Fürstenfeldbruck;214;female
Bayern;Tierschutzpartei;6;Weiser;Stephanie Maria Barbara;Marketingmanagerin;1979;Neu-Ulm;254;female
Bayern;Tierschutzpartei;7;Hahn;Sabine;Tierärztin;1965;Starnberg – Landsberg am Lech;223;female
Bayern;Tierschutzpartei;8;Ruthenberg;Aljoscha Marek;Schüler;2003;;;female
Bayern;Tierschutzpartei;9;Meiler;Christoph;Elektriker;1996;Oberallgäu;256;male
Bayern;Tierschutzpartei;10;Frey;Marcel Norbert;Verwaltungsmitarbeiter;1989;;;male
Bayern;Tierschutzpartei;11;Mändlen;Myriam;Psychologin;1967;;;female
Bayern;Tierschutzpartei;12;Reithmayer;Elisabeth;Rentnerin;1954;;;female
Bayern;Tierschutzpartei;13;Gimmler;Fabian;Betriebswirt (MBA);1988;München-West/Mitte;219;male
Bayern;Tierschutzpartei;14;Zitter;Claudia Christina;Sozialpädagogin;1967;;;female
Bayern;Tierschutzpartei;15;Krämer;Michael;Lektoratsmitarbeiter;1959;München-Land;220;male
Bayern;Tierschutzpartei;16;Götz-Volkmann;Gertraud Maria Magdalena;Buchhalterin;1959;Landshut;227;female
Bayern;Tierschutzpartei;17;Loibl;Alexandra;Industriekauffrau;1966;;;female
Bayern;Tierschutzpartei;18;Aigner;Maximilian;Lehrer;1994;;;male
Bayern;Tierschutzpartei;19;Schüller;Siegfried;Galerieleiter;1975;;;male
Bayern;Tierschutzpartei;20;Lehner;Heidi Franziska;Kinderkrankenschwester;1973;;;female
Bayern;Tierschutzpartei;21;Reithmayer;Manfred;Rentner;1954;;;male
Bayern;Tierschutzpartei;22;Löbrich-Mannhart;Reinhild;Erzieherin;1962;;;female
Bayern;Tierschutzpartei;23;Steyrer;Peter;Dipl.-Betriebswirt (FH);1952;Rosenheim;221;male
Bayern;Tierschutzpartei;24;Hübner;Christoph;Wirtschaftsinformatiker;1986;Regensburg;232;male
Bayern;Die PARTEI;1;Hinkelbein;Barbara Rebecca Anja;Verwaltungsangestellte;1975;München-Süd;218;female
Bayern;Die PARTEI;2;Sandner;Bernd;Kaufmann;1972;;;male
Bayern;Die PARTEI;3;Löchel;Jana;Softwareentwicklerin;1992;;;female
Bayern;Die PARTEI;4;Rohrer;Jens;Schriftsteller;1975;Ingolstadt;215;male
Bayern;Die PARTEI;5;Bauer;Anna Maria Claudia;Mediengestalterin;1981;;;female
Bayern;Die PARTEI;6;Burneleit;Marie Christine Friederike;Werbekauffrau;1979;;;female
Bayern;Die PARTEI;7;Düwel;Pia Sophie;Softwareentwicklerin;1993;;;female
Bayern;Die PARTEI;8;Kronbauer;Roland;Dipl.-Ingenieur;1974;;;male
Bayern;Die PARTEI;9;Skerlec;Oliver-Steve;Diakon;1980;;;male
Bayern;Die PARTEI;10;Payvar Pour;Yvonne Nicole;Kinderpflegerin;1971;;;female
Bayern;Die PARTEI;11;Sturmes;Jerome;Disponent;1986;;;male
Bayern;Die PARTEI;12;Drabinski;Philipp Johannes;Dipl.-Politikwissenschaftler;1974;München-West/Mitte;219;male
Bayern;Die PARTEI;13;Walter;Thilo;Techniker;1971;;;male
Bayern;Die PARTEI;14;Trapp;Samuel;Konditormeister;1988;;;male
Bayern;Die PARTEI;15;Mebes;Anja;Buchhalterin;1984;;;female
Bayern;Die PARTEI;16;Klecker;Hermann Heinrich;Angestellter;1968;;;male
Bayern;Die PARTEI;17;Winkler;Martin;Personalreferent;1992;;;male
Bayern;Die PARTEI;18;Beyer;Marius Pascal;Jugendarbeiter;1999;;;male
Bayern;Die PARTEI;19;Kind;Jurij Sebastian David;Pflegefachkraft;1990;;;male
Bayern;Die PARTEI;20;Nowakowski;Philip Sebastian;Marketingmanager;1996;;;male
Bayern;Die PARTEI;21;Glikzon;Andreas;Verwaltungsfachangestellter;2002;;;male
Bayern;Die PARTEI;22;Weggenmann;Max Christian;Sachbearbeiter Entsorgung;1990;;;male
Bayern;Die PARTEI;23;Foohs;Florian Michael;Software Testingenieur;1986;;;male
Bayern;Die PARTEI;24;Frey;Florian Benjamin;kaufm. Angestellter;1998;;;male
Bayern;Die PARTEI;25;Knapp;Jörg;Dipl.-Sozialwirt;1966;Nürnberg-Nord;243;male
Bayern;Die PARTEI;26;Schmidt;Stefan Markus;Personalentwickler;1979;;;male
Bayern;Die PARTEI;27;Bernreuther;Luis;Student;2004;;;male
Bayern;Die PARTEI;28;Dietze;Robert Michael;Student;2004;;;male
Bayern;Die PARTEI;29;Vogt;Moritz Pius;Trainer;1997;;;male
Bayern;Die PARTEI;30;Tirone;Giorgio;Steuerfachwirt;1974;;;male
Bayern;Die PARTEI;31;Militzer;Roy;Servicemitarbeiter;1985;;;male
Bayern;Die PARTEI;32;Matas;Zeljko;Angestellter;1969;;;male
Bayern;Die PARTEI;33;Lutzeier;Michael;Musiker;1966;;;male
Bayern;Die PARTEI;34;Menzel;Bernd Michael;Rentner;1965;;;male
Bayern;Die PARTEI;35;Groh;Jochen Werner;Projektmanager;1981;;;male
Bayern;ÖDP;1;Brendle-Behnisch;Günther Gotthard Karl;Dipl.-Kaufmann, Pfarrer i. R;1956;;;male
Bayern;ÖDP;2;Seitz;Johanna Maria;Referendarin Lehramt Grundschule;2001;Passau;228;female
Bayern;ÖDP;3;Wagenhäuser;Esther Karin;Ingenieurin Energietechnik;1988;;;female
Bayern;ÖDP;4;Reiter;Wolfgang;Apotheker;1964;Erding – Ebersberg;212;male
Bayern;ÖDP;5;Lösel;Lisa;operative Leiterin;1998;Bamberg;235;female
Bayern;ÖDP;6;Witt;Susanne Maria;Dipl.-Volkswirt;1969;Amberg;231;female
Bayern;ÖDP;7;Natterer-Babych;Franz Josef;Dipl.-Ingenieur, Oberstudienrat;1975;Oberallgäu;256;male
Bayern;ÖDP;8;Antwerpen;Martin Ludwig;Religionslehrer i. K.;1961;Altötting;211;male
Bayern;ÖDP;9;Brandenstein;Maria Hedwig;Erziehungswissenschaftlerin (M. A.);1959;Augsburg-Stadt;251;female
Bayern;ÖDP;10;Eineichner;Maximilian Olgerts Josef;Metallbaumeister;1963;Rottal-Inn;229;male
Bayern;ÖDP;11;Grönninger;Johann Wolfgang;Gärtner;1951;Augsburg-Land;252;male
Bayern;ÖDP;12;Heim;Wolf Adrian;Dipl.-Ing. Elektrotechnik;1964;Fürstenfeldbruck;214;male
Bayern;ÖDP;13;Hirtreiter;Michael Ludwig;Schreiner;1982;Straubing;230;male
Bayern;ÖDP;14;Dr. Huber;Max;Ingenieur Energietechnik;1982;Landshut;227;male
Bayern;ÖDP;15;Müller;Thomas Peter Adam;Polizeihauptkommissar a. D.;1963;;;male
Bayern;ÖDP;16;Reindl;Rosa Maria;pharmazeutisch-kaufm. Angestellte;1966;;;female
Bayern;ÖDP;17;Singer;Franz Johannes Georg;Informatiker;1977;;;male
Bayern;ÖDP;18;Stadelmann;Walter;Diakon;1962;Roth;245;male
Bayern;ÖDP;19;Dr. Stöhr;Michael Peter;Physiker;1964;;;male
Bayern;ÖDP;20;Vath;Klaus Heinz;Dipl.-Ing. Maschinenbau;1969;;;male
Bayern;ÖDP;21;Eberhardt;Johannes;Fraktionsassistent;1981;Regensburg;232;male
Bayern;ÖDP;22;Sorgatz;Andrea;Verwaltungsangestellte;1971;;;female
Bayern;BP;1;Scholz;Marco;Dipl.-Ingenieur;1974;Aschaffenburg;246;male
Bayern;BP;2;Geisenfelder;Florian;Bäcker;1991;Landshut;227;male
Bayern;BP;3;Steinböck;Anton;Fahrschulleiter;1943;;;male
Bayern;BP;4;Wagner;Markus;Lehrer;1980;Starnberg – Landsberg am Lech;223;male
Bayern;BP;5;Zinner;Georg;Kriminalhauptkommissar a. D.;1947;;;male
Bayern;BP;6;Müller;Alexander;kaufm. Angestellter;1979;;;male
Bayern;BP;7;Dotzler;Thomas;Bahnhauptsekretär a. D.;1965;;;male
Bayern;BP;8;Dier;Manfred Alois;Polizeibeamter a. D.;1960;;;male
Bayern;BP;9;Götz;Thorsten;Rettungssanitäter;1987;Schweinfurt;249;male
Bayern;BP;10;Weigl;Anton;Landwirt;1963;;;male
Bayern;BP;11;Eberle;Alexander;Referent;1974;;;male
Bayern;Volt;1;Lang;Alexandra;Verkehrsingenieurin;1995;München-West/Mitte;219;female
Bayern;Volt;2;Penninger;Christian;Leitung Produktentwicklung;1984;Nürnberg-Nord;243;male
Bayern;Volt;3;Schwarzmann;Anna Maria Teresa Sophie;Volljuristin;1985;München-Ost;217;female
Bayern;Volt;4;Dr. Brünker;Hans-Günter;Schauspieler;1967;;;male
Bayern;Volt;5;Jacob;Jana;Ingenieurin;1998;Rosenheim;221;female
Bayern;Volt;6;Hermsteiner;Malte;Student;2003;Stade I – Rotenburg II;30;male
Bayern;Volt;7;Schnürch;Jennifer;Busfahrerin;1976;;;female
Bayern;Volt;8;Stricker;Kai Robin;Angestellter;1992;;;male
Bayern;Volt;9;Groß;Astrid Maria Katharina Sofia;Expertin Medien & Bildung;1962;;;female
Bayern;Volt;10;Szekely;Adam;Student;2002;;;male
Bayern;Volt;11;Radunz;Katharina Maria;Geschäftsleiterin;1986;;;female
Bayern;Volt;12;Jahn;Manuel;Prüfer brandschutztechn. Anlagen;1996;Hof;238;male
Bayern;Volt;13;Wolter;Carolin Maria Franziska;Werbeberaterin;1993;;;female
Bayern;Volt;14;Baumann;Peter;Gestalttherapeut;1968;;;male
Bayern;Volt;15;Gardyan;Nay Naiomi;Heilpraktikerin Psychotherapie;1979;;;female
Bayern;Volt;16;Scharf;Tim;Angestellter im öffentlichen Dienst;1985;;;male
Bayern;Volt;17;Linke;Uschi;Leiterin digitale Transformation;1965;;;female
Bayern;Volt;18;Knodel;Kolja Johannes;Student;1996;;;female
Bayern;Volt;19;Holzmann;Godela Waltraud;Dipl.-Musikpädagogin;1968;;;female
Bayern;Volt;20;Moeser;Matthias Paul;Projektmanager;1988;;;male
Bayern;Volt;21;Lange;Linda;Sozialpädagogin;1986;;;female
Bayern;Volt;22;Wachsmuth;Oliver;selbst. Berater;1970;;;male
Bayern;Volt;23;Sund;Stefanie;Projektmanagerin;1987;;;female
Bayern;Volt;24;Schöne;Luis Tristan;Student;1998;;;male
Bayern;Volt;25;Steffens;Nicole;Kassiererin;2003;;;female
Bayern;Volt;26;von Stosch;Michael;selbst. Metallbaumeister;1989;;;male
Bayern;Volt;27;Kuttler;Laura;Juristin;1987;;;female
Bayern;Volt;28;Grimm;Samuel Johannes Robert;Student;1998;;;male
Bayern;Volt;29;Bachner;Carina Judith;Studentin;1987;;;female
Bayern;Volt;30;Nibbe;Joachim Hans Walter;Gastwirt;1960;Weilheim;225;male
Bayern;Volt;31;Süssner;Isaura;gepr. Übersetzerin;1998;;;female
Bayern;Volt;32;Hummel;Daniel;IT-Berater;1982;;;male
Bayern;Volt;33;Reichensdörfer;Madita Valentina Laetitia;Barkraft, Garderobiere;1998;;;female
Bayern;Volt;34;Muschik;Titus Karl Robert;Gesundheits- und Krankenpfleger;1965;Starnberg – Landsberg am Lech;223;male
Bayern;Volt;35;Arntz;Sarah Barbara Elodie;Leiterin Finanzen und interne Organisation;1981;;;female
Bayern;Volt;36;Schröder;Christoph;Referatsleiter Digitalisierung;1990;Würzburg;250;male
Bayern;Volt;37;Raabe;Maria Teresa;Hotelkauffrau;1998;;;female
Bayern;Volt;38;Erdmann;Jörn;Kommunikationsmanager;1968;;;male
Bayern;PdH;1;Dr. Gürtler;Patrick Simon;Biologe;1979;;;male
Bayern;PdH;2;Theimer;Cornelia Marianne;akad. Sprachtherapeutin;1997;;;female
Bayern;PdH;3;Cran;Manuel;Psychologe;1987;;;male
Bayern;PdH;4;Bär;Alexander Rainer;Softwareentwickler;1994;;;male
Bayern;PdH;5;Furtmayr;Samuel Andre;Berater;2001;;;male
Bayern;PdH;6;Klughardt;Sascha Udo;Student;1999;;;male
Bayern;PdH;7;Schaidt;Sebastian Jochen;Biologielaborant;1996;;;male
Bayern;PdH;8;Schimonitschek;Yvonne;Dipl.-Finanzwirt (FH);1997;;;female
Bayern;PdH;9;Heywinkel;Franziska;Ergotherapeutin;1991;Rosenheim;221;female
Bayern;PdH;10;Ledina;Philip;Unternehmensanalyst;1995;;;male
Bayern;PdH;11;Lachenmayer;Raphael Jonas;Qualitätssicherheitsbeauftragter Stromnetzbau;1997;Neu-Ulm;254;male
Bayern;PdH;12;Brandstädter;Stefan Andreas;Pflegehilfe Kindernotaufnahme;1993;;;male
Bayern;PdH;13;Herter;Thomas;Berufsschullehrer;1986;;;male
Bayern;PdH;14;Fromme;Tobias;Biologe;1978;;;male
Bayern;PdH;15;Pühler;Stephan Michael;Forschungs- und Entwicklungsmanager;1975;;;male
Bayern;PdH;16;Schnurpfeil;Gero;Student;2005;;;male
Bayern;PdH;17;Hellmann;Alexander;Student;1997;;;male
Bayern;PdH;18;Lehmann;Jesse Joey Anthony;Lehrer;1985;;;male
Bayern;PdH;19;Küpers;Tobias;Fachinformatiker;1990;;;male
Bayern;PdH;20;Sieger;Oliver;Bauingenieur;1991;;;male
Bayern;PdH;21;Stütz;Johannes;Betriebswirt;1988;;;male
Bayern;MLPD;1;Ziegler;Patrick;Serviceingenieur;1987;München-Süd;218;male
Bayern;MLPD;2;Podufal;Karin Angelika;Ärztin;1967;Nürnberg-Nord;243;female
Bayern;MLPD;3;Mischau;Klaus Gerhard;Industriearbeiter;1961;;;male
Bayern;MLPD;4;Akkaya;Devrim;Student;1995;;;male
Bayern;MLPD;5;Hörner;Manfred Erich Paul;Rechtsanwalt;1951;;;male
Bayern;MLPD;6;Gmelch;Therese;Altenpflegerin i. R.;1955;;;female
Bayern;MLPD;7;Wirth;Mathias Johann Michael;Auszubildender;1995;;;male
Bayern;MLPD;8;Schiel-Zollner;Birgit Gerda;Rentnerin;1952;;;female
Bayern;MLPD;9;Naschinski;Alexander;Rentner;1969;;;male
Bayern;MLPD;10;Wailersbacher;Artur Ernst;Arbeiter;1963;;;male
Bayern;MLPD;11;von Vacano;Antonius Maria Franziskus;Waldarbeiter;1962;;;male
Bayern;MLPD;12;Bosch;Yasmin;Softwareentwicklerin;1969;;;female
Bayern;MLPD;13;Naumann;Jörg-Uwe;Automobilarbeiter;1954;;;male
Bayern;MLPD;14;Rupprecht;Johannes Georg Maria;Rentner;1952;;;male
Bayern;MLPD;15;Ziegler;Heinz Kurt;Softwareentwickler;1953;;;male
Bayern;BÜNDNIS DEUTSCHLAND;1;Ruder;Birgit;Geschäftsführerin;1960;Roth;245;female
Bayern;BÜNDNIS DEUTSCHLAND;2;Dr. Beer;Anton Ludwig;wissenschaftl. Mitarbeiter;1972;Regensburg;232;male
Bayern;BÜNDNIS DEUTSCHLAND;3;Gruber;Roland Heinrich;Versicherungsfachmann;1966;;;male
Bayern;BÜNDNIS DEUTSCHLAND;4;Hager;Gerhard Rudolf;Elektronikingenieur a. D.;1956;München-Nord;216;male
Bayern;BÜNDNIS DEUTSCHLAND;5;Gülmüs;Burhan;Immobilienkaufmann;1968;Aschaffenburg;246;male
Bayern;BÜNDNIS DEUTSCHLAND;6;Wolfrum;Gaby Ursula;Arzthelferin;1967;;;female
Bayern;BÜNDNIS DEUTSCHLAND;7;Kotzbauer;Johannes Heinz;Lehrer a. D.;1955;Amberg;231;male
Bayern;BÜNDNIS DEUTSCHLAND;8;Miller;Robin Christopher;Serviceleiter;1991;Neu-Ulm;254;male
Bayern;BÜNDNIS DEUTSCHLAND;9;Kaiser;Michael Werner;IT-Spezialist;1989;Bad Kissingen;247;male
Bayern;BÜNDNIS DEUTSCHLAND;10;Hartmann;Martin Josef;Systemelektroniker;1983;;;male
Bayern;BÜNDNIS DEUTSCHLAND;11;Bachl;Armin Arnold;Steinmetz- und Steinbildhauermeister;1979;Schwandorf;233;male
Bayern;BÜNDNIS DEUTSCHLAND;12;Born;Eva Maria;Heilerziehungspflegerin;1971;Straubing;230;female
Bayern;BÜNDNIS DEUTSCHLAND;13;Köhne;Sebastian;Immobilienökonom;1985;München-West/Mitte;219;male
Bayern;BÜNDNIS DEUTSCHLAND;14;Bauer;Sergej;Vorarbeiter Produktion;1983;;;male
Bayern;BSW;1;Ernst;Klaus Friedrich;Mitglied des Deutschen Bundestages;1954;München-Süd;218;male
