bundesland;partei;listenplatz;nachname;vorname;beruf;geburtsjahr;wahlkreis_name;wahlkreis_nummer;Gender
Hessen;CDU;14;Pohlmann;Jan-Wilhelm;Mitglied des Landtages;1986;Waldeck;166;male
Hessen;CDU;15;Wiegelmann;Johannes Thomas Maria;Rechtsanwalt;1993;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;CDU;16;Melzer;Janna;Verwaltungsbeamtin;1992;;;female
Hessen;CDU;17;Bouffier;Frederik;Rechtsanwalt;1990;Gießen;172;male
Hessen;CDU;18;Volkmann;Johannes;Volkswirt;1996;Lahn-Dill;171;male
Hessen;CDU;19;Bunting;Anna Magdalena Ulrike;Doktorandin;1998;;;female
Hessen;CDU;20;Reddig;Pascal;Rechtsanwalt;1995;Hanau;179;male
Hessen;CDU;21;Schwander;Yannick;Pressesprecher;1988;Frankfurt am Main I;181;male
Hessen;CDU;22;Wagner;Katharina Elisabeth;Rechtsanwältin;1994;;;female
Hessen;CDU;23;Gebhard;Wilhelm;Bürgermeister;1976;Werra-Meißner – Hersfeld-Rotenburg;168;male
Hessen;CDU;24;Dr. Pauls;Thomas;Wirtschaftswissenschaftler;1986;Wetterau I;176;male
Hessen;CDU;25;Hildebrand;Maren;Lehrerin;1981;;;male
Hessen;CDU;26;Dr. Korbach;Stefan;Dipl.-Kaufmann;1958;Wiesbaden;178;male
Hessen;CDU;27;Dr. Behschad;Maik Fariborz;Zahnarzt;1969;Kassel;167;male
Hessen;CDU;28;Wiesmann;Bettina Margarethe;Mitglied des Deutschen Bundestages;1966;;;female
Hessen;CDU;29;Kretschmann;Marcus;Bürgermeister;1971;Groß-Gerau;183;male
Hessen;CDU;30;Hemmerich;Kai-Uwe;Betriebsratsvorsitzender;1969;;;female
Hessen;CDU;31;Dr. Martens;Olga;Herausgeberin;1969;;;female
Hessen;CDU;32;Schmauß;Kevin;Rechtsreferendar;1992;;;male
Hessen;CDU;33;Fritsch;Susanne Karoline;Steuerfachangestellte;1976;;;female
Hessen;CDU;34;Hofmeister;Andreas Kurt;Mitglied des Landtages;1980;;;male
Hessen;CDU;35;Edelmann-Rauthe;Jana;Sozialversicherungsangestellte;1977;;;female
Hessen;CDU;36;Jähn;Anne Franziska;Beamtin;1986;;;female
Hessen;CDU;37;Dr. Korell;Steffen Alexander;Bürgermeister;1984;;;male
Hessen;CDU;38;Cromm;Inge;Dipl.-Betriebswirtin;1953;;;female
Hessen;CDU;39;Lipp;Sabine;Angestellte;1966;;;female
Hessen;CDU;40;Giese;Martin Carlo;Geschäftsführer;1982;;;male
Hessen;CDU;41;Brandscheid;Lukas Alexander;Lehrer;1999;;;male
Hessen;CDU;42;Fabricius;Veronica;Unternehmerin;1971;;;female
Hessen;CDU;43;Eichenberg;Juliane;Verwaltungsbeamtin;1998;;;female
Hessen;CDU;44;Kruhmann;Torben;Finanzportfolioverwalter;1992;;;male
Hessen;CDU;45;Drossard-Gintner;Ingeborg Maria Elise;Rentnerin;1947;;;female
Hessen;CDU;46;Dr. Neeb;Melanie;Regierungsoberrätin;1976;;;female
Hessen;CDU;47;Mock;Andreas;Jurist;1972;;;male
Hessen;CDU;48;Nazarenus-Vetter;Albina;Geschäftsführerin;1974;;;female
Hessen;CDU;49;Weber;Michael;Lehrer;1978;;;male
Hessen;CDU;50;Neumann;Ellen;Studentin;2000;;;male
Hessen;CDU;51;Schölch;Anna-Maria;Mitglied des Landtages;1973;;;female
Hessen;CDU;52;Dr. Lannert;Christian;Lehrer;1984;;;male
Hessen;CDU;53;Maier-Frutig;Lucie;Bürgermeisterin;1982;;;female
Hessen;CDU;54;Walmanns;Katrin;Regierungsdirektorin;1983;;;female
Hessen;CDU;55;Schäfer;Hans-Jürgen;Bürgermeister a. D.;1951;;;male
Hessen;CDU;56;Galvagno;Lisa;Gymnasiallehrerin;1992;;;female
Hessen;CDU;57;Westhoff;Luisa Maria;Studentin;1990;;;female
Hessen;CDU;58;Kehr;Jonas;Angestellter;2001;;;male
Hessen;CDU;59;Beuschel;Felicitas Madeleine;Regierungsdirektorin;1989;;;female
Hessen;CDU;60;Reimers;Apolline Marie Sophie;Studentin;1999;;;female
Hessen;CDU;61;Iolin;Simon;Unternehmer;1973;;;male
Hessen;CDU;62;Habel-Steinhardt;Anna-Lena;Dipl.-Finanzwirtin;1983;;;female
Hessen;CDU;63;Craes;Rebecca Katharina;Gymnasiallehrerin;1986;;;female
Hessen;CDU;64;Stephan;Peter;Dipl.-Kaufmann;1951;;;male
Hessen;GRÜNE;1;Dr. Lührmann;Anna;Mitglied des Deutschen Bundestages;1983;Main-Taunus;180;female
Hessen;GRÜNE;2;Nouripour;Omid;selbständig;1975;Frankfurt am Main II;182;male
Hessen;GRÜNE;3;Düring;Deborah Saskia;Sozialwissenschaftlerin;1994;Frankfurt am Main I;181;female
Hessen;GRÜNE;4;Al-Wazir;Tarek;Mitglied des Landtages;1971;Offenbach;184;male
Hessen;GRÜNE;5;Tesfaiesus;Awet;Rechtsanwältin;1974;Werra-Meißner – Hersfeld-Rotenburg;168;female
Hessen;GRÜNE;6;Jensch;Doris;Hausfrau;1955;Main-Kinzig – Wetterau II – Schotten;175;female
Hessen;GRÜNE;7;Asar;Ayse;Rechtsanwältin;1975;Rheingau-Taunus – Limburg;177;female
Hessen;GRÜNE;8;May;Andreas Lukas;Doktorand;1998;Marburg;170;male
Hessen;GRÜNE;9;Iftikhar;Mahwish;Politikwissenschaftlerin;1999;Hanau;179;female
Hessen;GRÜNE;10;Zörb;Michel;Projektleiter;1997;Gießen;172;male
Hessen;GRÜNE;11;Deutschendorf;Ilka;Dipl.-Landschaftsökologin;1979;Waldeck;166;female
Hessen;GRÜNE;12;Kohler;Maximilian;Student;1996;Schwalm-Eder;169;male
Hessen;GRÜNE;13;Puls;Marie-Louise;Ergotherapeutin;1986;Fulda;173;female
Hessen;GRÜNE;14;Schinkel;Philip Holger;Sozialpädagoge;1998;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;GRÜNE;15;Garcia;Panagio Aikaterini;Sachgebietsleitung Wirtschaft und Digitales;1981;Wiesbaden;178;female
Hessen;GRÜNE;16;Edel;Joshua Esra;Angestellter;1990;Wetterau I;176;male
Hessen;GRÜNE;17;Dr. Jensch;Doris;wissenschaftl. Beschäftigte;1968;;;male
Hessen;GRÜNE;18;Wilfert;Boris Markus;Angestellter;1976;Odenwald;186;male
Hessen;GRÜNE;19;Butte;Stephanie Pilar;selbständig;1987;;;female
Hessen;GRÜNE;20;Köhler-Hande;Isabel;Justizbeamtin;1983;Groß-Gerau;183;female
Hessen;GRÜNE;21;Häuser-Eltgen;Sabine Beatrice Margarete;Juristin;1960;;;female
Hessen;GRÜNE;22;Dr. Gudehus;Thomas Cord;Ingenieur;1969;;;male
Hessen;GRÜNE;23;Sackis;Fanny Maria;Referentin;1993;;;female
Hessen;GRÜNE;24;Dr. Marien;Jan;Physiker;1967;Lahn-Dill;171;male
Hessen;GRÜNE;25;Pies;Stefanie;leitende Angestellte;1977;;;female
Hessen;GRÜNE;26;Beck;Gregor Michael;Angestellter im öffentlichen Dienst;1986;;;male
Hessen;GRÜNE;27;Meixner;Katharina;wissenschaftl. Mitarbeiterin;1994;;;female
Hessen;GRÜNE;28;Spanke;Jacob Johannes;wissenschaftl. Referent;1989;;;male
Hessen;GRÜNE;29;Rauschenberg;Judith;Kommunikationswirtin;1987;;;female
Hessen;GRÜNE;30;Nitschke;Lars;Student;1997;;;male
Hessen;FDP;1;Stark-Watzinger;Bettina;Dipl.-Volkswirtin;1968;Main-Taunus;180;female
Hessen;FDP;2;Dr. Lieb;Thorsten Willibald;Rechtsanwalt;1973;Frankfurt am Main II;182;male
Hessen;FDP;3;Müller;Alexander;Dipl.-Informatiker;1969;Rheingau-Taunus – Limburg;177;male
Hessen;FDP;4;Varvaroussis;Ernestos Andreas;Dipl.-Ingenieur;1963;Offenbach;184;male
Hessen;FDP;5;Rube;Jochen Helmut;Lehrer;1984;Waldeck;166;male
Hessen;FDP;6;Gebek;Viola;Marketingmanagerin;1999;Darmstadt;185;female
Hessen;FDP;7;Heidt;Peter;Rechtsanwalt;1965;Wetterau I;176;male
Hessen;FDP;8;Pucher;Dennis;Unternehmer;1979;Gießen;172;male
Hessen;FDP;9;Kratzer;Philipp Ivo;Richter;1992;Fulda;173;male
Hessen;FDP;10;Seelmeyer;Carsten;Unternehmer, Touristik;1969;Lahn-Dill;171;male
Hessen;FDP;11;Protzmann;Daniel Alexander;Dipl.-Informatiker;1980;Hanau;179;male
Hessen;FDP;12;Schwalbach;Lucas;Jurist;1991;Wiesbaden;178;male
Hessen;FDP;13;Rethagen;Andreas;Versicherungsvertreter;1973;Schwalm-Eder;169;male
Hessen;FDP;14;Keller;Alexander Maximilian;Student;2000;Marburg;170;male
Hessen;FDP;15;Bartholomäus;Alexander;Dipl.-Bauingenieur;1976;Werra-Meißner – Hersfeld-Rotenburg;168;male
Hessen;FDP;16;Maiwald;Frank Michael;Volkswirt;1981;Frankfurt am Main I;181;male
Hessen;FDP;17;Terborg;Jan Peter;IT-Projektleiter;1994;Kassel;167;male
Hessen;FDP;18;Dr. Schmidt;Markus Alexander;Beamter;1978;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;FDP;19;Mansmann;Till Berthold;Dipl.-Physiker;1968;Bergstraße;187;male
Hessen;FDP;20;Zeuner;Mathias Gerald;Managing Director;1966;Odenwald;186;male
Hessen;FDP;21;Dehler;Stephan;Geschäftsführer;1984;Groß-Gerau;183;male
Hessen;FDP;22;Adler;Katja;Mitglied des Deutschen Bundestages;1974;Hochtaunus;175;female
Hessen;AfD;1;Nolte;Jan Ralf;Mitglied des Deutschen Bundestages;1988;Waldeck;166;male
Hessen;AfD;2;Schulz;Uwe;Mitglied des Deutschen Bundestages;1961;;;male
Hessen;AfD;3;Jünger;Robin;Unternehmer;1996;Gießen;172;male
Hessen;AfD;4;Schmidt;Julian;Wirtschaftsingenieur;1989;Marburg;170;male
Hessen;AfD;5;Lamely;Pierre;akkr. parlam. Assistent im EU-Parlament;1981;Fulda;173;male
Hessen;AfD;6;Douglas;Christian;kaufm. Angestellter;1978;Main-Taunus;180;male
Hessen;AfD;7;Fetsch;Thomas Norbert;Rechtsanwalt;1969;Bergstraße;187;male
Hessen;AfD;8;Feser;Jan Hendrik;Dipl.-Sozialjurist;1985;Rheingau-Taunus – Limburg;177;male
Hessen;AfD;9;Hess;Nicole Claudia;Industriekauffrau;1973;;;female
Hessen;AfD;10;Herrmann;Klaus Dieter;Polizeibeamter;1960;Wetterau I;176;male
Hessen;AfD;11;Doktorowski;Holger;Kfz-Mechanikermeister;1964;;;male
Hessen;AfD;12;Mohn;Jürgen Günter;Dipl.-Verwaltungswirt;1959;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;AfD;13;Dr. Hauk;Clemens Johannes;Zahnarzt;1965;Hochtaunus;175;male
Hessen;AfD;14;Swars;Anja;Fachkrankenschwester Intensivmedizin und Anästhesie;1964;Darmstadt;185;female
Hessen;AfD;15;Horn-Posmyk;Ingeborg;Rentnerin;1957;Groß-Gerau;183;female
Hessen;AfD;16;Kuger;Michael Rudolf;Angestellter;1960;;;male
Hessen;AfD;17;Gloos;Kurt;Dipl.-Physiker;1957;;;male
Hessen;AfD;18;Gohla;Adrian Joachim;Angestellter;1967;;;male
Hessen;AfD;19;Hartmann;Berthold Karl;Rentner;1952;;;male
Hessen;AfD;20;Flesch;Klaus-Peter;Dipl.-Kaufmann;1949;;;male
Hessen;Die Linke;1;Wißler;Janine Natalie;Mitglied des Deutschen Bundestages;1981;Frankfurt am Main I;181;female
Hessen;Die Linke;2;Cezanne;Jörg;Mitglied des Deutschen Bundestages;1958;Groß-Gerau;183;male
Hessen;Die Linke;3;Bock;Violetta;Geschäftsführerin;1987;Kassel;167;female
Hessen;Die Linke;4;Becker;Desiree;Gewerkschaftssekretärin;1994;Gießen;172;female
Hessen;Die Linke;5;Raji;Naisan;Psychologin;1994;;;female
Hessen;Die Linke;6;Köllner;Finn Tizian;Student;2003;Rheingau-Taunus – Limburg;177;male
Hessen;Die Linke;7;Depta-Wollenhaupt;Magdalena Maria;wissenschaftl. Mitarbeiterin;1986;Offenbach;184;female
Hessen;Die Linke;8;Völker;Thomas;wissenschaftl. Referent;1986;Main-Taunus;180;male
Hessen;Die Linke;9;Winter;Daniel;Polizeibeamter;1986;Wiesbaden;178;male
Hessen;Die Linke;10;Hable;Silvia Katja;Sozialarbeiterin;1983;Werra-Meißner – Hersfeld-Rotenburg;168;female
Hessen;Die Linke;11;Schott;Mariana Helga;Sozialpädagogin;1958;;;female
Hessen;Die Linke;12;Schüler;Kilian;Assistenz der Geschäftsführung;1999;;;male
Hessen;Freie Wähler;1;Hartmann;Wilhelm;Unternehmer;1973;Fulda;173;male
Hessen;Freie Wähler;2;Schulz;Laura;Soziologin;1994;Odenwald;186;female
Hessen;Freie Wähler;3;Gönül;Cenk;Unternehmer;1970;Wetterau I;176;male
Hessen;Freie Wähler;4;Feuerbach;Björn;Fliesen-, Platten- und Mosaikleger;1982;Gießen;172;male
Hessen;Freie Wähler;5;Leinz;Rolf;Dipl.-Verwaltungswirt (FH);1963;Groß-Gerau;183;male
Hessen;Freie Wähler;6;Streit;Stella;Juristin;1997;Darmstadt;185;female
Hessen;Freie Wähler;7;Lappe;Markus Rainer;Elektroniker;1973;Schwalm-Eder;169;male
Hessen;Freie Wähler;8;Ulrich;Liam Alexander;Student;2000;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;Freie Wähler;9;Zilch;Anja;Versicherungsfachfrau;1967;Werra-Meißner – Hersfeld-Rotenburg;168;female
Hessen;Freie Wähler;10;Becker;Heiko;Unternehmer;1969;Hanau;179;male
Hessen;Freie Wähler;11;Kreft;Eike Stefan;Bankkaufmann;1974;Wiesbaden;178;male
Hessen;Freie Wähler;12;Becker;Guido;Unternehmensberater;1962;Hochtaunus;175;male
Hessen;Freie Wähler;13;Faßhauer;Lorenz Berthold Helmut;Bankkaufmann;1959;;;male
Hessen;Freie Wähler;14;Lecke;Axel;Maschinenführer;1970;;;male
Hessen;Freie Wähler;15;Maiweg;Michael;selbständig;1972;Waldeck;166;male
Hessen;Freie Wähler;16;Bergmann;Frank;Volkswirt;1975;Main-Taunus;180;male
Hessen;Freie Wähler;17;Münch;Alfred Willi;Rentner;1953;Bergstraße;187;male
Hessen;Freie Wähler;18;Zečić;Damijan;Schüler;2005;;;male
Hessen;Freie Wähler;19;Leichthammer;Jörg Martin;Einsatzsachbearbeiter;1967;Rheingau-Taunus – Limburg;177;male
Hessen;Freie Wähler;20;Fuchs;Bernd;Bankkaufmann;1953;;;male
Hessen;Freie Wähler;21;Özdemir;Gökhan;Unternehmer;1995;Marburg;170;male
Hessen;Freie Wähler;22;Schefter;Stefan;Verwaltungsleiter;1970;;;male
Hessen;Freie Wähler;23;Mengel;Lukas Christian;Fachinformatiker;1997;Offenbach;184;male
Hessen;Tierschutzpartei;1;Böhm-Fritz;Saskia;Handelsfachwirtin;1984;;;female
Hessen;Tierschutzpartei;2;Standop;Tim;Berufsschullehrer;1985;;;male
Hessen;Tierschutzpartei;3;Schönauer;Miriam;Tanzlehrerin;1976;;;female
Hessen;Tierschutzpartei;4;Fritz;Alexander;Geschäftsführer;1980;;;male
Hessen;Tierschutzpartei;5;Lepère;Arnd;Versicherungskaufmann;1961;;;male
Hessen;Tierschutzpartei;6;Kuczera;Frank;leitender Angestellter;1973;;;male
Hessen;Tierschutzpartei;7;Niemeier;Barbara;Floristin;1974;;;female
Hessen;Tierschutzpartei;8;Job;Veronika;Rentnerin;1955;;;female
Hessen;Tierschutzpartei;9;Misch;Tobias;Student;1997;;;male
Hessen;Tierschutzpartei;10;Niemeier;Marco;Dipl.-Ing. Maschinenbau;1969;;;male
Hessen;Tierschutzpartei;11;Standop;Melanie;Krippenleiterin;1983;;;female
Hessen;Tierschutzpartei;12;Imgrund;Marie;Bilanzbuchhalterin;1993;;;female
Hessen;Die PARTEI;1;Harapat;Dominic;Arbeiter;1983;;;male
Hessen;Die PARTEI;2;Jacobi;Shannon-Alisha;Verwaltungsfachangestellte;1999;;;female
Hessen;Die PARTEI;3;Künemund;Sebastian Gerd;Landschaftsgärtnermeister;1977;Fulda;173;male
Hessen;Die PARTEI;4;Diller;Alexander;Fachkraft Ausbildungsförderung;1973;;;male
Hessen;Die PARTEI;5;Bachenheimer;Moritz;Supportmitarbeiter IT;1997;;;male
Hessen;Die PARTEI;6;Kuhlmann;Helge Georg Theodor;Angestellter;1992;;;male
Hessen;Die PARTEI;7;Holzhauer;Silke;Erzieherin;1976;;;female
Hessen;Die PARTEI;8;Haas;Dominik;Standesbeamter;1999;;;male
Hessen;Die PARTEI;9;Baade;Sascha Mario;Schreiner;1974;;;male
Hessen;Die PARTEI;10;Wilz;Sidney Cedric;Student;1993;;;male
Hessen;Die PARTEI;11;Förster;Oliver;Bürofachkraft;1973;;;male
Hessen;Die PARTEI;12;Birkle;Stephanie;Marketingmanagerin;1980;;;female
Hessen;Die PARTEI;13;Riebold;Ute;Dipl.-Sozialarbeiterin;1959;;;female
Hessen;Die PARTEI;14;Weiß;Stefan;Instandhaltungsleiter;1989;;;male
Hessen;Die PARTEI;15;Keller;Christian Marc Anton;selbständig;1985;;;male
Hessen;Die PARTEI;16;Noe;Karlheinz;Sanitäter;1961;;;male
Hessen;Die PARTEI;17;Münzenberger;Steffen;Gesundheits- und Krankenpfleger;1983;;;male
Hessen;Volt;1;Koohestanian;Maral;Dezernentin;1991;;;female
Hessen;Volt;2;Klötzner;Holger;Dezernent;1988;;;male
Hessen;Volt;3;Haramus;Mariana Boganívna;Angestellte;1981;Frankfurt am Main I;181;female
Hessen;Volt;4;Mundethu;Anup;Verwaltungsbeamter;1980;;;male
Hessen;Volt;5;Goram;Stefanie Martina;Naturwissenschaftlerin;1989;;;female
Hessen;Volt;6;Freiherr von Rotberg;Gerd Wolfram Ludwig;Organisationsberater;1961;;;male
Hessen;Volt;7;Herrling;Ana Lena;Ingenieurin Wassertechnik;1990;Darmstadt;185;female
Hessen;Volt;8;Hauenschild;Johannes Martin;Stadtverordneter;1997;Frankfurt am Main II;182;male
Hessen;Volt;9;Adam;Nina;Angestellte;1990;;;female
Hessen;Volt;10;Huber;Martin Frederick;Fraktionsvorsitzender;1997;;;male
Hessen;Volt;11;Byrne;Fiona;Bestatterin;1989;Main-Taunus;180;female
Hessen;Volt;12;Weber;Daniel;Praxismanager;1988;Wiesbaden;178;male
Hessen;Volt;13;Walter;Berit;Nachhaltigkeitsmanagerin;1983;;;female
Hessen;Volt;14;Knust;Sebastian Mauricio;Kommunikationsmanager;1985;;;male
Hessen;Volt;15;Mengel;Tiara-Maria;Referentin;1998;;;female
Hessen;PdH;1;Klings;Felicitas;Pflegefachkraft;1983;;;female
Hessen;PdH;2;Wolf;Cynthia-Ann;Psychologiestudentin;1997;;;female
Hessen;PdH;3;Kreienhoop;Bastian;Fachkraft Lüftungstechnik;1984;;;male
Hessen;PdH;4;Dr. Sieck;Jochen Bastian;Abteilungsleiter;1979;;;male
Hessen;PdH;5;Jährling;Liam Luca;Medizinstudent;1997;;;male
Hessen;PdH;6;Dr. Hunger;Katharina;Ingenieurin;1982;;;female
Hessen;PdH;7;Hund;Olaf-Christian;Softwareentwickler;1965;;;male
Hessen;PdH;8;Hannig;Mark;Bankkaufmann;1973;;;male
Hessen;PdH;9;Fürst;Robin Sebastian;Schüler;2006;;;male
Hessen;MLPD;1;Weispfenning;Peter Georg;Rechtsanwalt;1967;Herne – Bochum II;140;male
Hessen;MLPD;2;Schupp;Anna;Mediengestalterin;1983;Darmstadt;185;female
Hessen;MLPD;3;Roth;Hans;Heilerziehungspfleger;1955;Kassel;167;male
Hessen;MLPD;4;Çakmaklı-Kraft;Nuran;techn. Zeichnerin;1965;Frankfurt am Main I;181;female
Hessen;MLPD;5;Schoepping;Meik;Seenotretter;1978;Frankfurt am Main II;182;male
Hessen;MLPD;6;Meyer;Barbara;Erzieherin;1978;;;female
Hessen;MLPD;7;Hickler;Johanna;Stadtplanerin i. R.;1953;;;female
Hessen;MLPD;8;Fröhlich;Anne;Logopädin;1975;Groß-Gerau;183;female
Hessen;MLPD;9;Rohm;Detlef;Dipl.-Biologe i. R.;1952;;;male
Hessen;BÜNDNIS DEUTSCHLAND;1;Groh;Marco;Bankkaufmann;1972;Main-Kinzig – Wetterau II – Schotten;174;male
Hessen;BÜNDNIS DEUTSCHLAND;2;Steba;Andreas Georg;Architekt;1979;Main-Taunus;180;male
Hessen;BÜNDNIS DEUTSCHLAND;3;Dr. Deese;Kevin Christian;Unternehmer;1990;;;male
Hessen;BÜNDNIS DEUTSCHLAND;4;Papst-Dippel;Claudia;Heilpraktikerin;1963;;;female
Hessen;BÜNDNIS DEUTSCHLAND;5;Hassenzahl;Florian;Notfallsanitäter;1978;;;male
Hessen;BÜNDNIS DEUTSCHLAND;6;Selbach;Christian;selbständig;1970;Frankfurt am Main II;182;male
Hessen;BÜNDNIS DEUTSCHLAND;7;Heilmann;Michael;Förster i. R.;1959;Fulda;173;male
Hessen;BÜNDNIS DEUTSCHLAND;8;Lesny;Sandra;Verlagsangestellte;1979;;;female
Hessen;BSW;1;Al-Dailami;Ali Abass Yahya;Restaurantfachmann;1981;;;male
Hessen;BSW;2;Haghsheno;Shervin;Universitätsprofessor;1975;;;male
Hessen;BSW;3;Scheuch-Paschkewitz;Heidemarie Elfriede;Dipl.-Sozialpädagogin;1959;;;female
Hessen;BSW;4;Schumacher;Jannis Robin;kaufm. Leiter;1988;;;male
Hessen;BSW;5;Pfeiffer;Sonja Georgia;Beamtin;1967;;;female
Hessen;BSW;6;Lauria;Pasquale;Geschäftsführer;1976;;;male
Hessen;BSW;7;Nägel;Anna;pädagogische Betreuerin;1989;;;female
Hessen;BSW;8;Hallmann;Jeannette;Flughafenangestellte;1967;;;female
Mecklenburg-Vorpommern;SPD;1;Schwesig;Manuela;MdL, Ministerpräsidentin;1974;Schwerin – Ludwigslust-Parchim I;12;female
Mecklenburg-Vorpommern;SPD;2;Schulz;Erik von;MdB, Dipl.-Politologe;1992;Vorpommern-Greifswald II;16;male
Mecklenburg-Vorpommern;SPD;3;Zschau;Katrin;MdB, Landesgeschäftsführerin;1976;Rostock – Landkreis Rostock II;14;female
Mecklenburg-Vorpommern;SPD;4;von Malottki;Erik;Gewerkschaftler;1986;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;16;male
Mecklenburg-Vorpommern;SPD;5;Kassautzki;Anna Katharina;MdB, Staatswissenschaftlerin;1993;Vorpommern-Rügen – Vorpommern-Greifswald I;15;female
Mecklenburg-Vorpommern;SPD;6;Dr. Hertrich;Maximilian Franz;Chemiker;1991;;;male
Mecklenburg-Vorpommern;SPD;7;Freund;Vanessa;Büroleitung;1991;;;female
Mecklenburg-Vorpommern;SPD;8;Baetke;Stefan;rechtl. Betreuer;1980;;;male
Mecklenburg-Vorpommern;SPD;9;Schiefler;Sylvia;Pflegeberaterin;1967;;;female
Mecklenburg-Vorpommern;SPD;10;Umlauft;Alexandru-Nicolae;Informatiker;1992;;;male
Mecklenburg-Vorpommern;SPD;11;Becker;Silke;hauptamtliche Vorständin bei sozialem Träger;1972;;;female
Mecklenburg-Vorpommern;AfD;1;Holm;Leif-Erik;MdB, Ökonom (M. Sc.);1970;Schwerin – Ludwigslust-Parchim I;12;male
Mecklenburg-Vorpommern;AfD;2;Komning;Enrico;Rechtsanwalt;1968;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;16;male
Mecklenburg-Vorpommern;AfD;3;Seifert;Dario;Kaufmann Bürokommunikation;1994;Vorpommern-Rügen – Vorpommern-Greifswald I;15;male
Mecklenburg-Vorpommern;AfD;4;Schielke-Ziesing;Ulrike;Mitglied des Deutschen Bundestages;1969;Mecklenburgische Seenplatte II – Landkreis Rostock III;17;female
Mecklenburg-Vorpommern;AfD;5;Schmidt;Martin Lenin Wladimir;Dipl.-Kaufmann;1988;;;male
Mecklenburg-Vorpommern;AfD;6;Schnell;Robert;Angestellter;1987;;;male
Mecklenburg-Vorpommern;AfD;7;Reizlein;Peter;Dipl.-Kaufmann;1966;;;male
Mecklenburg-Vorpommern;CDU;1;Amthor;Philipp;MdB, Jurist;1992;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;16;male
Mecklenburg-Vorpommern;CDU;2;Borchardt;Simone;MdB, Gesundheitsökonomin;1967;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;female
Mecklenburg-Vorpommern;CDU;3;Günther;Georg;Dipl.-Finanzwirt (FH);1988;Vorpommern-Rügen – Vorpommern-Greifswald I;15;male
Mecklenburg-Vorpommern;CDU;4;Dr. Bunge;Stephan;Verkehrsingenieur;1980;Mecklenburgische Seenplatte II – Landkreis Rostock III;17;male
Mecklenburg-Vorpommern;CDU;5;Monstadt;Dietrich;MdB, Rechtsanwalt;1957;Schwerin – Ludwigslust-Parchim I;12;male
Mecklenburg-Vorpommern;CDU;6;Ebert;Michael;Polizeibeamter;1970;Rostock – Landkreis Rostock II;14;male
Mecklenburg-Vorpommern;CDU;7;Müthel-Brenncke;Dorin;Dipl.-Kauffrau (FH);1968;;;female
Mecklenburg-Vorpommern;CDU;8;Gundlach;Jenny;Studentin;2003;;;female
Mecklenburg-Vorpommern;CDU;9;Dr. von Campenhausen;Sonja;Apothekerin;1971;;;female
Mecklenburg-Vorpommern;CDU;10;Noeske;Armin;Apotheker;1977;;;male
Mecklenburg-Vorpommern;Die Linke;1;Dr. Bartsch;Dietmar Gerhard;Mitglied des Deutschen Bundestages;1958;Rostock – Landkreis Rostock II;14;male
Mecklenburg-Vorpommern;Die Linke;2;Latendorf;Ina;Juristin;1971;Schwerin – Ludwigslust-Parchim I;12;female
Mecklenburg-Vorpommern;Die Linke;3;Kanew;Amina Inèz;Antidiskriminierungsberaterin;1998;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;16;female
Mecklenburg-Vorpommern;Die Linke;4;Herbst;Hennis;Politikwissenschaftler;1996;Vorpommern-Rügen – Vorpommern-Greifswald I;15;male
Mecklenburg-Vorpommern;Die Linke;5;Ebel;Maxi;Wirtschaftspsychologin (M. A.);1982;;;female
Mecklenburg-Vorpommern;Die Linke;6;Hehenkamp;Niklas;Elektroingenieur;1993;Mecklenburgische Seenplatte II – Landkreis Rostock III;17;male
Mecklenburg-Vorpommern;Die Linke;7;Urmoneit;Fabienne;Projektleiterin;1991;;;female
Mecklenburg-Vorpommern;FDP;1;Bartelt;Christian;Zahnarzt;1976;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;16;male
Mecklenburg-Vorpommern;FDP;2;Kaufmann;Jens Tilo;Maler und Lackierer;1977;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;male
Mecklenburg-Vorpommern;FDP;3;Wagner;Niklas;Student;2002;Vorpommern-Rügen – Vorpommern-Greifswald I;15;male
Mecklenburg-Vorpommern;FDP;4;Schulz;Paul-Christian;selbständig;1999;Schwerin – Ludwigslust-Parchim I;12;male
Mecklenburg-Vorpommern;FDP;5;Kelm;Nadine;Wirtschaftsjuristin;1986;;;female
Mecklenburg-Vorpommern;FDP;6;Richter;Kai-Uwe;Fuhrunternehmer;1987;Rostock – Landkreis Rostock II;14;male
Mecklenburg-Vorpommern;FDP;7;Porath;Daniel;strategischer Einkäufer;1980;;;male
Mecklenburg-Vorpommern;GRÜNE;1;Müller;Claudia Heike;parl. Staatssekretärin;1981;Vorpommern-Rügen – Vorpommern-Greifswald I;15;female
